0,1
1,1
2,1
3,1
4,1
5,2
6,4
7,4
8,5
9,7
10,8
11,8
12,8
13,8
14,8
15,11
16,13
17,18
18,20
19,21
20,25
21,31
22,41
23,47
24,58
25,77
26,96
27,120
28,150
29,174
30,205
31,252
32,312
33,388
34,476
35,559
36,664
37,765
38,916
39,1049
40,1195
41,1346
42,1525
43,1705
44,1886
45,2053
46,2217
47,2358
48,2504
49,2664
50,2848
51,3007
52,3189
53,3350
54,3513
55,3661
56,3810
57,3933
58,4061
59,4188
60,4293
61,4434
62,4563
63,4685
64,4807
65,4918
66,5025
67,5133
68,5226
69,5335
70,5431
71,5537
72,5624
73,5740
74,5826
75,5919
76,6004
77,6080
78,6163
79,6250
80,6327
81,6416
82,6496
83,6563
84,6637
85,6706
86,6775
87,6848
88,6909
89,6972
90,7039
91,7096
92,7159
93,7225
94,7292
95,7341
96,7384
97,7421
98,7459
99,7506
100,7552
101,7600
102,7671
103,7719
104,7767
105,7820
106,7857
107,7906
108,7943
109,7987
110,8027
111,8070
112,8113
113,8147
114,8180
115,8209
116,8250
117,8295
118,8328
119,8356
120,8385
121,8412
122,8447
123,8474
124,8503
125,8535
126,8558
127,8584
128,8599
129,8627
130,8643
131,8669
132,8692
133,8709
134,8734
135,8752
136,8778
137,8800
138,8817
139,8834
140,8856
141,8874
142,8890
143,8907
144,8923
145,8935
146,8953
147,8963
148,8978
149,8990
150,9004
151,9023
152,9039
153,9047
154,9065
155,9078
156,9085
157,9092
158,9105
159,9114
160,9122
161,9133
162,9137
163,9145
164,9156
165,9165
166,9173
167,9177
168,9185
169,9195
170,9199
171,9203
172,9211
173,9219
174,9229
175,9240
176,9247
177,9254
178,9261
179,9265
180,9269
181,9279
182,9282
183,9287
184,9289
185,9296
186,9301
187,9303
188,9310
189,9311
190,9314
191,9316
192,9318
193,9321
194,9322
195,9326
196,9326
197,9328
198,9334
199,9335
200,9340
201,9344
202,9347
203,9349
204,9351
205,9353
206,9354
207,9355
208,9359
209,9361
210,9362
211,9363
212,9365
213,9366
214,9368
215,9370
216,9371
217,9373
218,9374
219,9374
220,9374
221,9376
222,9379
223,9381
224,9384
225,9384
226,9384
227,9385
228,9386
229,9386
230,9387
231,9388
232,9389
233,9390
234,9391
235,9391
236,9391
237,9392
238,9392
239,9393
240,9393
241,9393
242,9393
243,9393
244,9393
245,9393
246,9393
247,9393
248,9393
249,9393
250,9393
251,9394
252,9395
253,9395
254,9395
255,9395
256,9395
257,9395
258,9395
259,9395
260,9395
261,9396
262,9396
263,9396
264,9396
265,9396
266,9396
267,9396
268,9396
269,9396
270,9396
271,9396
272,9397
273,9397
274,9397
275,9397
276,9397
277,9397
278,9397
279,9397
280,9397
281,9397
282,9397
283,9397
284,9397
285,9397
286,9397
287,9397
288,9397
289,9397
290,9397
291,9397
292,9397
293,9397
