0,1
1,1
2,1
3,1
4,1
5,2
6,2
7,3
8,3
9,4
10,5
11,5
12,5
13,7
14,8
15,11
16,18
17,27
18,34
19,36
20,46
21,58
22,68
23,95
24,137
25,174
26,213
27,272
28,338
29,410
30,538
31,693
32,854
33,1093
34,1380
35,1623
36,1811
37,1982
38,2086
39,2156
40,2166
41,2188
42,2208
43,2227
44,2250
45,2270
46,2289
47,2301
48,2315
49,2334
50,2347
51,2362
52,2376
53,2391
54,2405
55,2422
56,2431
57,2447
58,2452
59,2459
60,2463
61,2468
62,2475
63,2478
64,2480
65,2483
66,2485
67,2490
68,2495
69,2496
70,2496
71,2499
72,2500
73,2501
74,2502
75,2506
76,2506
77,2507
78,2510
79,2510
80,2510
81,2510
82,2510
83,2510
84,2511
85,2513
86,2513
87,2516
88,2516
89,2516
90,2516
91,2517
92,2518
93,2518
94,2518
95,2518
96,2518
97,2518
98,2518
99,2518
100,2518
101,2518
102,2518
103,2519
104,2519
105,2519
106,2519
107,2519
108,2519
109,2519
110,2519
111,2519
112,2519
113,2519
114,2519
115,2519
116,2519
117,2519
118,5610
119,5637
120,5657
121,5679
122,5698
123,5715
124,5740
125,5759
126,5774
127,5797
128,5815
129,5833
130,5845
131,5859
132,5869
133,5887
134,5904
135,5915
136,5935
137,5949
138,5970
139,5988
140,5999
141,6008
142,6019
143,6030
144,6044
145,6061
146,6070
147,6076
148,6086
149,6093
150,6106
151,6120
152,6133
153,6138
154,6146
155,6158
156,6164
157,6169
158,6189
159,6193
160,6204
161,6214
162,6224
163,6240
164,6250
165,6261
166,6266
167,6271
168,6278
169,6285
170,6293
171,6301
172,6304
173,6314
174,6318
175,6323
176,6327
177,6331
178,6337
179,6340
180,6346
181,6356
182,6359
183,6366
184,6373
185,6375
186,6385
187,6389
188,6394
189,6398
190,6402
191,6407
192,6412
193,6415
194,6426
195,6431
196,6434
197,6439
198,6444
199,6446
200,6451
201,6454
202,6456
203,6459
204,6466
205,6474
206,6475
207,6477
208,6480
209,6480
210,6481
211,6488
212,6491
213,6495
214,6498
215,6506
216,6509
217,6510
218,6512
219,6518
220,6520
221,6524
222,6530
223,6533
224,6534
225,6537
226,6540
227,6541
228,6543
229,6545
230,6548
231,6551
232,6556
233,6556
234,6558
235,6559
236,6560
237,6561
238,6563
239,6566
240,6567
241,6568
242,6569
243,6569
244,6572
245,6573
246,6574
247,6575
248,6576
249,6577
250,6580
251,6582
252,6586
253,6588
254,6588
255,6589
256,6590
257,6591
258,6593
259,6594
260,6596
261,6598
262,6598
263,6599
264,6599
265,6601
266,6601
267,6601
268,6604
269,6604
270,6604
271,6607
272,6608
273,6610
274,6613
275,6613
276,6613
277,6613
278,6614
279,6616
280,6616
281,6619
282,6620
283,6620
284,6623
285,6624
286,6624
287,6624
288,6624
289,6624
290,6624
291,6624
292,6625
293,6626
294,6626
295,6627
296,6627
297,6627
298,6628
299,6630
300,6631
301,6633
302,6633
303,6634
304,6634
305,6634
306,6635
307,6635
308,6635
309,6635
310,6635
311,6635
312,6636
313,6636
314,6636
315,6636
316,6636
317,6636
318,6636
319,6636
320,6636
321,6636
322,6636
323,6636
324,6636
325,6636
326,6636
