0,1
1,1
2,1
3,1
4,1
5,2
6,3
7,4
8,6
9,6
10,9
11,11
12,16
13,20
14,22
15,24
16,33
17,42
18,63
19,86
20,109
21,133
22,160
23,202
24,252
25,337
26,449
27,563
28,714
29,916
30,1094
31,1320
32,1623
33,1937
34,2312
35,2667
36,2939
37,3188
38,3355
39,3446
40,3460
41,3468
42,3473
43,3491
44,3513
45,3532
46,3553
47,3568
48,3585
49,3594
50,3607
51,3621
52,3632
53,3646
54,3659
55,3675
56,3685
57,3696
58,3700
59,3705
60,3708
61,3711
62,3714
63,3718
64,3722
65,3722
66,3724
67,3724
68,3725
69,3728
70,3729
71,3730
72,3732
73,3734
74,3737
75,3738
76,3738
77,3740
78,3741
79,3741
80,3741
81,3741
82,3741
83,3741
84,3741
85,3743
86,3743
87,3743
88,3743
89,3743
90,3743
91,3743
92,3743
93,3743
94,3743
95,3745
96,3746
97,3746
98,3746
99,3746
100,3746
101,3746
102,3746
103,3746
104,3746
105,3746
106,3746
107,3746
108,3746
109,3746
110,3746
111,6056
112,6061
113,6069
114,6080
115,6089
116,6108
117,6115
118,6128
119,6139
120,6140
121,6145
122,6158
123,6161
124,6172
125,6182
126,6188
127,6193
128,6198
129,6207
130,6217
131,6227
132,6232
133,6235
134,6244
135,6256
136,6265
137,6274
138,6282
139,6285
140,6290
141,6293
142,6299
143,6304
144,6310
145,6318
146,6323
147,6329
148,6332
149,6338
150,6344
151,6347
152,6355
153,6359
154,6362
155,6371
156,6373
157,6380
158,6383
159,6386
160,6388
161,6391
162,6395
163,6400
164,6406
165,6409
166,6411
167,6416
168,6420
169,6422
170,6426
171,6429
172,6434
173,6436
174,6439
175,6441
176,6443
177,6446
178,6448
179,6448
180,6455
181,6458
182,6462
183,6470
184,6471
185,6474
186,6476
187,6476
188,6476
189,6480
190,6481
191,6484
192,6488
193,6492
194,6494
195,6495
196,6495
197,6495
198,6495
199,6495
200,6496
201,6496
202,6503
203,6506
204,6506
205,6507
206,6508
207,6508
208,6508
209,6508
210,6509
211,6511
212,6512
213,6513
214,6514
215,6514
216,6514
217,6514
218,6514
219,6514
220,6515
221,6517
222,6518
223,6519
224,6519
225,6519
226,6520
227,6520
228,6520
229,6520
230,6520
231,6521
232,6521
233,6521
234,6521
235,6521
236,6521
237,6521
238,6522
239,6522
240,6522
241,6523
242,6523
243,6524
244,6525
245,6525
246,6525
247,6525
248,6525
249,6525
250,6525
251,6526
252,6526
253,6526
254,6526
255,6526
256,6526
257,6526
258,6526
259,6527
260,6528
261,6529
262,6529
263,6529
264,6529
265,6529
266,6529
267,6529
268,6529
269,6530
270,6530
271,6530
272,6530
273,6530
274,6530
275,6531
276,6531
277,6532
278,6532
279,6532
280,6532
281,6532
282,6532
283,6532
284,6532
285,6532
286,6532
287,6533
288,6533
289,6533
290,6533
291,6533
292,6533
293,6533
294,6533
295,6533
296,6533
297,6533
298,6533
299,6533
300,6533
301,6533
