0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,4
8,6
9,6
10,9
11,9
12,10
13,11
14,18
15,26
16,37
17,47
18,57
19,66
20,83
21,111
22,143
23,194
24,248
25,314
26,406
27,510
28,628
29,788
30,983
31,1196
32,1478
33,1839
34,2211
35,2601
36,2983
37,3377
38,3798
39,4157
40,4487
41,4835
42,5138
43,5430
44,5705
45,5935
46,6165
47,6375
48,6598
49,6800
50,6992
51,7156
52,7315
53,7464
54,7605
55,7747
56,7884
57,7994
58,8098
59,8217
60,8326
61,8418
62,8522
63,8599
64,8675
65,8745
66,8819
67,8883
68,8956
69,9030
70,9081
71,9136
72,9179
73,9211
74,9242
75,9283
76,9313
77,9346
78,9394
79,9425
80,9455
81,9477
82,9509
83,9535
84,9565
85,9582
86,9598
87,9611
88,9629
89,9643
90,9661
91,9671
92,9691
93,9706
94,9711
95,9714
96,9719
97,9724
98,9729
99,9737
100,9745
101,9750
102,9756
103,9760
104,9762
105,9766
106,9767
107,9768
108,9772
109,9775
110,9776
111,9779
112,9780
113,9782
114,9784
115,9787
116,9788
117,9789
118,9790
119,9790
120,9790
121,9792
122,9793
123,9793
124,9793
125,9795
126,9797
127,9797
128,9799
129,9800
130,9800
131,9800
132,9800
133,9803
134,9803
135,9804
136,9804
137,9804
138,9804
139,9804
140,9804
141,9804
142,9804
143,9804
144,9804
145,9804
146,9804
147,9804
148,9805
149,9805
150,9805
151,9805
152,9805
153,9805
154,9805
155,9805
156,9805
157,9805
158,9805
159,9805
160,9805
161,9805
162,9805
