0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,5
8,7
9,8
10,10
11,10
12,12
13,25
14,30
15,39
16,52
17,66
18,87
19,116
20,149
21,198
22,259
23,330
24,423
25,550
26,684
27,883
28,1124
29,1416
30,1778
31,2208
32,2706
33,3368
34,4009
35,4772
36,5592
37,6453
38,7327
39,8111
40,8820
41,9463
42,10027
43,10562
44,11052
45,11535
46,12027
47,12501
48,12985
49,13433
50,13838
51,14201
52,14538
53,14824
54,15116
55,15356
56,15650
57,15894
58,16126
59,16384
60,16609
61,16802
62,16978
63,17146
64,17318
65,17448
66,17554
67,17620
68,17702
69,17746
70,17777
71,17797
72,17807
73,17826
74,17840
75,17859
76,17879
77,17893
78,17913
79,17936
80,17959
81,17969
82,17979
83,17988
84,17997
85,18008
86,18013
87,18018
88,18022
89,18025
90,18029
91,18032
92,18036
93,18040
94,18043
95,18045
96,18046
97,18047
98,18047
99,18049
100,18049
101,18050
102,18052
103,18055
104,18055
105,18056
106,18056
107,18056
108,18056
109,18057
110,18057
111,18057
112,18057
113,18057
114,18059
115,18059
116,18059
117,18059
118,18059
119,18059
120,18059
121,18059
122,18059
123,18059
124,18059
125,18059
126,18059
127,18059
128,18059
129,18059
130,18059
131,18059
132,18059
133,18060
134,18060
135,18060
136,18060
137,18060
138,18060
139,18060
140,18060
141,18060
142,18060
143,18060
144,18060
145,18060
146,18060
147,18060
148,18060
149,18060
150,18060
151,18060
152,18060
153,18060
154,18061
155,18061
156,18061
157,18061
158,18061
159,18061
160,18061
161,18061
162,18061
163,18061
164,18061
165,18061
166,18061
167,18061
168,18061
169,19558
170,19558
171,19558
